X,Y,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,PANTHERID2,MORTID,AGE_UNITS,COUNTY,last_edited_date
705456.024300002,244986.3671,143,FP144,Male,6,NBCNP,Intraspecific aggression,2010,2010/06/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
642855.204799999,230910.6694,144,FP148,Female,11.5,Picayune Strand State Forest,Intraspecific aggression,2015,2015/03/20 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
699590.738499999,221927.2237,145,FP152,Male,5.5,"SBCNP Preserve; Turner River Unit; 12.7 km north of Oasis Visitor Center on Hwy. 41 in Big Cypress",Intraspecific aggression,2008,2008/10/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
680958.092500001,240470.3971,146,FP153,Female,14,Big Cypress National Preserve,Unknown,2015,2015/06/16 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
645645.298300002,289758.9663,147,FP155,Male,3,Lee-Hendry Landfill,Unknown,2008,2008/09/15 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
639873.747000001,240273.908,148,FP156,Male,6,"PSSF, Belle Meade. Just north of red dog trail, about 15m off trail.",Infectious disease - Pseudorabies,2011,2011/07/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
634413.6633,264141.0516,149,FP157,Male,3,CREW. 1.2km east of Poor Man's Rd. in Flint Pen area of CREW,Intraspecific aggression,2008,2008/04/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
641397.028099999,222840.0605,150,FP158,Female,5,"US 41, 1km E of SR92",Vehicular trauma,2010,2010/05/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639582.336399999,277697.1606,151,FP159,Male,12.5,"Private land, 2 miles north of Corkscrew Rd.",Unknown,2015,2015/04/27 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
689061.108800001,218282.4515,152,FP162,Female,11,"Big Cypress National Preserve; Turner River Unit 8.25 km north of Hwy. 41 at Monument Lake",Intraspecific aggression,2016,2016/05/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
671783.5101,267114.8638,153,FP163,Male,7.2,"Co Line Rd, Collier/Hendry Co. Line",Vehicular trauma,2014,2014/04/25 00:00:00+00,K227,,Years,Collier,2025/08/22 19:21:02+00
697044.389600001,218752.0917,154,FP164,Male,2.5,"NBCNP; 9.3km northwest of hwy 41 at Oasis Visitor Center",Unknown,2008,2008/07/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
693423.441799998,264014.1765,155,FP166,Male,5.5,"BCSIR, N. of Safari Pen",Intraspecific aggression,2009,2009/10/05 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
626605.3807,267111.551,156,FP168,Female,8,"CREW, Flint Pen Strand",Intraspecific aggression,2010,2010/10/15 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
686484.768599998,210364.0142,157,FP169,Male,5.5,"US 41, 4km W of Monroe Station",Vehicular trauma,2010,2010/05/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
649079.932700001,233187.7091,158,FP170,Female,4.5,"PSSF, Swan Lake Prairie",Intraspecific aggression,2011,2011/03/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664803.4881,246140.562,159,FP171,Male,9.5,"SR29, 4.3km north of I75. Found in the northbound lanes, pulled off to shoulder by CCSO",Vehicular trauma,2016,2016/08/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
699260.4245,246875.4926,160,FP172,Female,5,NBCNP. 140 west of a cypress pond. Hair on cypress knees indicative of a struggle. Fresh male scrapes in area.,Intraspecific aggression,2010,2010/03/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
634940.488200001,280453.2593,161,FP173,Male,5,Lee County Port Authority Mitigation Land,Infectious disease - Pseudorabies,2010,2010/12/22 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
640528.511799999,241084.566,162,FP174,Male,4.5,"I-75, 95mm, eastbound",Vehicular trauma,2010,2010/03/16 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
689255.704300001,249885.1703,163,FP175,Female,6.5,"BCNP Addition Lands, Collier County. Bubbles crossover trail north of hits grade",Unknown,2014,2014/01/24 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664380.911899999,291085.9386,164,FP176,Male,4.5,"CR 832, OSSF. East of Tower Rd, 600m west of OK slough SF headquarters",Vehicular trauma,2010,2010/11/17 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
692875.4571,251956.9995,165,FP177,Male,7,BCNP - North Addition Lands. Just east of Nobles landing strip in north Addlands,Intraspecific aggression,2014,2014/07/16 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
672598.223499998,212832.7925,166,FP182,Female,3.8,"US 41, near Turner River canoe launch",Unknown,2012,2012/12/11 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
665088.9659,237226.0994,167,FP183,Male,9,"SR29, 2.75 mi south of I-75",Vehicular trauma,2015,2015/02/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
689428.479499999,248982.1521,168,FP184,Female,5.5,"School bus road in the BCNP Addition lands, west of Nobels Grade.",Intraspecific aggression,2013,2013/04/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
638209.2522,260325.0418,169,FP186,Male,11.5,"CREW, Bird Rookery Swamp",Intraspecific aggression,2011,2011/06/01 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
644368.537300002,278482.5019,170,FP188,Female,3.5, ,Unknown,2011,2011/09/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
668314.451699998,257214.3895,171,FP189,Male,3.5,Tomato field S of Oil Well Rd,Intraspecific aggression,2012,2012/01/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697415.913699999,233216.912,172,FP191,Female,16,"Big Cypress National Preserve. Found in ~ 1 foot of water in alligator flag pond in center of cypress dome; possible thrashing because remains were twisted in emergent vegetation, however, this could have been caused by scavengers and was sparse enough",Unknown,2015,2015/02/13 00:00:00+00,K056,,Years,Collier,2025/08/22 19:21:02+00
697281.150899999,224832.9249,173,FP192,Female,10,14km north of Hwy 41 at Oasis Visitor Center and 24km east of Turner River Rd junction of Upper Wagonwheel rd,Intraspecific aggression,2020,2020/03/20 00:00:00+00,K287,,Years,Collier,2025/08/22 19:21:02+00
699118.5198,222488.0617,174,FP194,Male,20,SBCNP,Intraspecific aggression,2012,2012/01/13 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
644720.438200001,242643.0976,175,FP195,Female,8.5,Golden Gate Estates,Intraspecific aggression,2016,2016/08/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
641812.186900001,222774.8855,176,FP196,Female,2.5,"US 41, 1.4km E of San Marco Rd",Vehicular trauma,2012,2012/10/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
634809.411200002,280587.4395,177,FP197,Male,4.5,Lee County Port Authority Mitigation Land,Unknown,2012,2012/07/18 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
641717.351199999,273697.5826,178,FP198,Female,9,"citrus grove 500m south of CR850, 1km west of Lee-Collier line",Intraspecific aggression,2017,2017/03/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
681489.188000001,254364.0285,179,FP211,Male,2,Orange grove 8.7km SE of prison,Intraspecific aggression,2012,2012/05/21 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
670075.905099999,272869.0523,180,FP212,Male,3,2 km NW of CR 846 and County Line Rd intersection,Intraspecific aggression,2012,2012/05/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
675282.6131,282064.4279,181,FP213,Female,5.5,Dinner Island Ranch WMA,Intraspecific aggression,2014,2014/12/31 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
656886.736499999,248465.1495,182,FP215,Female,11,Barron Collier. Catherine Island. East of ag fields.,Unknown,2016,2016/06/22 00:00:00+00,K185,,Years,Collier,2025/08/22 19:21:02+00
630358.541700002,241915.1714,183,FP219,Female,4.3,"I-75, just west of exit 101",Vehicular trauma,2015,2015/09/18 00:00:00+00,K334,,Years,Collier,2025/08/22 19:21:02+00
676581.159600001,223786.1344,184,FP220,Female,12,"Big Cypress National Preserve; Turner River Unit; 3 km east of junction of Turner River Road",Unknown,2019,2019/02/15 00:00:00+00,K228,,Years,Collier,2025/08/22 19:21:02+00
649490.1228,241284.6842,185,FP222,Female,10.5,"I75, MM90, Northbound shoulder along the inner median",Vehicular trauma,2015,2015/10/23 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
695676.159899998,286016.8065,186,FP223,Male,32,between CR833 and CR935. Found in alligator flag field near a pasture pond that was 400m north of Dooley Grade Road,Other,2014,2014/01/04 00:00:00+00,K335,,Months,Hendry,2025/08/22 19:21:02+00
721769.296300001,262236.5855,187,FP228,Male,4,Everglades/Francis Taylor WMA. Recovered from Miami Mud Canal about 300 yds south of S8 pump station.,Vehicular trauma,2014,2014/03/17 00:00:00+00, ,,Years,Broward,2025/08/22 19:21:02+00
701332.9146,250131.7514,188,FP229,Female,4.5,"Northern Addlands, BCNP",Unknown,2014,2014/11/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
640300.519900002,252253.7656,189,FP231,Male,2.5,Vacant lot on east side of 8th St NE about half way between 12th and 14th Ave's NE. (south of Randall Blvd.),Unknown,2014,2014/08/04 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
705351.827,244547.7727,190,FP234,Male,12,"I75, mm 54, inside median",Vehicular trauma,2017,2017/08/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
636454.177900001,253526.3108,191,FP236,Male,9.5,Golden gate estates. rock rd,Infectious disease - Other,2018,2018/03/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
636419.679499999,267607.8594,192,FP237,Male,1,Panther Island Mitigation bank. 2.9 km NW of the Corkscrew Sanctuary Visitor Center,Intraspecific aggression,2015,2015/03/30 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
670567.6719,227263.921,193,FP240,Female,2.7,Deep Lake Unit of Big Cypress NP,Intraspecific aggression,2015,2015/08/12 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
674460.9965,271089.627,194,FP242,Male,10,Immokalee Ranch,Infectious disease - Pseudorabies,2016,2016/08/05 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
681080.048300002,275465.9356,195,FP244,Male,7.5,Dinner Island Ranch WMA,Unknown,2017,2017/08/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
675302.453299999,262007.2218,196,FP245,Male,7,"Immokalee Ranch, ~2 miles ESE of Bishop Pens",Infectious disease - Pseudorabies,2018,2018/03/14 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
696372.0911,269519.5468,197,FP249,Male,2,CR833 north of Seminole Indian Reservation,Vehicular trauma,2017,2017/11/20 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
639732.320500001,242207.078,198,FP250,Male,2.9,"Private property  in Belle Mead; ~ 1 km west off of Ken Luck Drive.",Intraspecific aggression,2018,2018/11/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639662.366300002,261577.081,199,FP251,Male,1.6,Immokalee rd 1.2km north of Jones Mining Rd,Vehicular trauma,2018,2018/12/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
635509.537799999,249446.7934,200,FP252,Male,14,"Golden Gate Blvd between 15th and 17th St SW, south side of road",Vehicular trauma,2018,2018/08/01 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
646507.271899998,279626.9673,201,FP255,Male,10,CR850 about half mile south of SR82. Located in Orange Groves,Vehicular trauma,2024,2024/01/22 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
645769.5427,278122.376,202,FP256,Female,1.7, ,Other,2019,2019/10/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
621457.259,283776.0444,203,FP257,Female,7,Chamberlain Pkwy just S of Daniels Pkwy,Vehicular trauma,2021,2021/03/25 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
666261.791099999,271159.5309,204,FP259,Male,2.75,CR846. 5 miles east of SR29,Vehicular trauma,2020,2020/05/01 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
632391.9038,241267.4721,205,FP261,Female,2.5,"Carcass was on right shoulder of southbound lanes, 290m west of the Toll Booth for Alligator Alley.   Near MM100",Vehicular trauma,2022,2022/01/31 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639146.043099999,266257.1609,206,FP264,Female,5,private property off Rookery Ln,Unknown,2022,2022/05/23 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
664084.501800001,271853.6626,207,FP265,Female,2,Private land just east of Dupree Grade.  Located in pine palmetto just east of marsh.,Unknown,2024,2024/05/12 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664851.0042,221981.6908,208,K049,Female,7.8,"SR 29,1 mile N of Wagon Wheel Road",Vehicular trauma,2005,2005/12/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
662678.525899999,257180.168,209,K076,Male,3,"CR 858, 1 mile W of SR 29",Vehicular trauma,2000,2000/02/28 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
636847.8211,241153.249,210,K094,Male,3.25,"I-75, near 98 mm, Ebound land",Vehicular trauma,2004,2004/08/17 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
662225.6877,270862.2598,211,K098,Female,19,"CR 846,  3 miles E of Immokalee",Vehicular trauma,2002,2002/11/26 00:00:00+00,UCFP049,,Months,Collier,2025/08/22 19:21:02+00
661940.841600001,291006.7408,212,K128,Male,2.5,"CR 832, 1 mile E of RR grade",Vehicular trauma,2004,2004/12/07 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
630888.515099999,239065.2079,213,K153,Male,25,"CR951, 1.2 miles S of Davis Blvd.",Vehicular trauma,2005,2005/08/29 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
673171.469300002,212636.1925,214,K156,Male,6,"US 41, Turner River",Vehicular trauma,2004,2004/08/02 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
663987.504099999,291370.1615,215,K199,Female,20,"CR 832, 0.6 miles W of Forestry tower",Vehicular trauma,2007,2007/06/23 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
698478.289999999,255577.8403,216,K203,Male,1,BCSIR,Unknown,2006,2006/04/06 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
656371.281300001,246604.2286,217,K247,Female,17,"FPNWR, Unit12",Unknown,2007,2007/05/03 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
636401.7991,246115.2892,218,K248,Male,17,"FPNWR, Unit12",Unknown,2007,2007/05/03 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
656368.455600001,246597.1434,219,K249,Female,11,In den,Unknown,2007,2007/04/27 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
664554.8057,241717.921,220,K253,Male,18,"I-75, eastbound exit ramp for SR 29",Vehicular trauma,2009,2009/01/17 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
677148.302200001,231140.0409,221,K259,Male,18,SBCNP,Other,2007,2007/08/27 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
677148.302200001,231140.0409,222,K260,Unknown,18,SBCNP,Other,2007,2007/08/27 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
683445.020300001,222494.1727,223,K268,Female,14,SBCNP,Intraspecific aggression,2008,2008/05/23 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
683445.020300001,222494.1727,224,K269,Male,14,SBCNP,Intraspecific aggression,2008,2008/05/23 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
654761.017999999,295535.9541,225,K284,Male,1.5,"SR 29, S of Sears Rd.",Vehicular trauma,2011,2011/01/07 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
689688.124400001,217764.4537,226,K322,Female,70,SBCNP,Other,2011,2011/05/03 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
689688.124400001,217764.4537,227,K323,Male,35,SBCNP,Other,2011,2011/05/03 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
689688.124400001,217764.4537,228,K324,Male,35,SBCNP,Other,2011,2011/05/03 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
689688.124400001,217764.4537,229,K325,Male,35,SBCNP,Other,2011,2011/05/03 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
676704.912,238513.8146,230,K351,Male,12,SBCNP,Unknown,2012,2012/02/23 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
685668.818100002,288661.9851,231,K364,Male,6,CR833.  1 mi south of Hill Grade (2.2 mi south of CR832),Vehicular trauma,2017,2017/11/13 00:00:00+00,UCFP318,,Years,Hendry,2025/08/22 19:21:02+00
690570.196199998,219908.7631,232,K368,Female,1.5,Big Cypress National Preserve,Illegal kill,2013,2013/12/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
660768.5407,290996.3772,233,K373,Female,9,OK Slough.  On Keri Rd (CR832) at junction of North Loop trail entrance.,Vehicular trauma,2021,2021/11/16 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
656086.785700001,313792.8461,234,K387,Male,2.8,SR29 between Pollywog Rd and SR78,Vehicular trauma,2015,2015/11/25 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
702922.0504,283286.6427,235,K388,Male,4,US Sugar property east of CR385,Intraspecific aggression,2017,2017/01/27 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
641175.057700001,223014.1252,236,K390,Female,1.33,US41 approximately 350m SE of entrance to Collier-Seminole State Park (0.22 miles).   ,Vehicular trauma,2014,2014/06/12 00:00:00+00,UCFP215,,Years,Collier,2025/08/22 19:21:02+00
621748.048700001,270111.1629,237,K402,Male,1.5,"I-75, 0.5 miles S of Exit 123, Corkscrew Road",Vehicular trauma,2015,2015/03/07 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
624451.3521,285895.4052,238,K403,Female,2.5,Daniel's Pkwy and Commerce lakes dr,Vehicular trauma,2016,2016/05/26 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
639575.519499999,263025.5439,239,K411,Male,3.7,Immokalee Rd. About 0.5 mile south of curve to corkscrew sanctuary,Vehicular trauma,2017,2017/11/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
655351.920499999,275729.5339,240,K421,Male,2.4,"SR29, north of Immokalee",Vehicular trauma,2016,2016/10/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
644166.950199999,230201.5618,241,K430,Male,4,"On north edge of Stewart Blvd, approx 160m west of the Miller Canal Bridge",Vehicular trauma,2018,2018/07/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
630015.524900001,241973.0725,242,K432,Female,13,"I-75, mm 102",Vehicular trauma,2015,2015/09/30 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
619380.555300001,285824.2207,243,K504,Female,1.5,I75 mile marker 132,Vehicular trauma,2021,2021/04/12 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
636702.7557,246020.2976,244,K516,Female,3,Pasture at the east end of 16th Ave SW and to the south,Malnutrition,2021,2021/04/01 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
636052.660999998,243770.3278,245,K517,Male,70,Private property between Collier County property (formerly Hussey) and American Farms.,Unknown,2021,2021/03/19 00:00:00+00, ,,Days,Collier,2025/08/22 19:21:02+00
636702.7557,246020.2976,246,K518,Male,3,Pasture at the east end of 16th Ave SW and to the south,Malnutrition,2021,2021/04/01 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
628724.241799999,235971.0553,247,K519,Female,6,Inside east bound lane of Rattlesnake Hammock and Parker's Hammock roads.,Vehicular trauma,2022,2022/09/05 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
628081.6875,234483.1919,248,K520,Female,2.5,"south naples near Wildflower Way.  Remains were under fairly thick palmetto cover, not cached.",Unknown,2022,2022/05/19 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
629508.421799999,242042.0611,249,PC1144,Female,4.5,"I75 southbound lanes, just west of the 101 exit ramp.  Located on the inside (north) shoulder of I75. ",Vehicular trauma,2018,2018/01/07 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
655672.630199999,270974.3102,250,UCFP001,Unknown, ,Skin and partial skeleton collected in Immokalee - approximate location.,Unknown,1949,1949/11/30 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
718310.302499998,199597.0277,251,UCFP002,Male,2.5,L-28 area - approximate location.,Illegal kill,1978,1978/03/12 00:00:00+00, ,,Years,Miami-Dade,2025/08/22 19:21:02+00
694240.959100001,209666.3854,252,UCFP003,Male, ,"US 41, Gannet Strand",Unknown,1979,1979/02/01 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
664968.173700001,242056.7114,253,UCFP004,Female, ,"Highway 29, 200 ft north of Alligator alley",Vehicular trauma,1979,1979/12/23 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
664943.125799999,256143.3062,254,UCFP005,Male,2,SR 29 near Sunniland,Vehicular trauma,1980,1980/02/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
665255.916900001,226682.3396,255,UCFP006,Female,2,SR 29 near Copeland,Vehicular trauma,1981,1981/04/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697032.553199999,249840.6561,256,UCFP008,Male,4.5,BCSIR - approximate location.,Illegal kill,1983,1983/12/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
666017.313700002,328433.2653,257,UCFP009,Male,3,US 27 Palmdale at Fisheating Creek Bridge,Vehicular trauma,1983,1983/03/17 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
738835.098999999,330019.2735,258,UCFP010,Female, ,L-8 canal near Canal Point - approximate location,Illegal kill,1983,1983/05/22 00:00:00+00, ,, ,Palm Beach,2025/08/22 19:21:02+00
753392.818500001,323639.8026,259,UCFP011,Female,2.5,Corbett WMA - approximate location,Illegal kill,1984,1984/10/26 00:00:00+00, ,,Years,Palm Beach,2025/08/22 19:21:02+00
657521.594900001,241493.7078,260,UCFP012,Female, ,SR 84 (now I-75),Vehicular trauma,1984,1984/11/12 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
657715.568500001,241486.3674,261,UCFP013,Female, ,Old MM16 on Alley bordered by FPNWR,Vehicular trauma,1985,1985/01/08 00:00:00+00, ,, ,Collier,2025/08/22 19:21:02+00
640536.324700002,223901.8078,262,UCFP014,Female,2.5,Collier Seminole State Park,Illegal kill,1985,1985/03/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
658003.5581,241474.2827,263,UCFP015,Female,4.5,SR 84 (now I-75),Vehicular trauma,1986,1986/11/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
692162.159000002,541423.345,264,UCFP017,Male,10,"Crane Swamp, Farmton WMA - approximate location. ",Intraspecific aggression,1987,1987/12/19 00:00:00+00, ,, ,Volusia,2025/08/22 19:21:02+00
645369.158799998,278861.5861,265,UCFP018,Male,3,"CR 850, 1.5 miles S of SR 82",Vehicular trauma,1989,1989/01/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697588.662999999,273298.6351,266,UCFP019,Male,10,"CR 835, 1 mile E of CR 833",Vehicular trauma,1990,1990/06/18 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
665085.4921,251992.5791,267,UCFP020,Female,9,"east side SR 29, at Pistol Pond",Vehicular trauma,1991,1991/02/04 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
665007.496800002,254101.8523,268,UCFP021,Female,7,"SR 29, Sunniland",Vehicular trauma,1992,1992/11/09 00:00:00+00, ,,Months, ,2025/08/22 19:21:02+00
621240.395399999,284528.7125,269,UCFP022,Male,2.5,"Daniels Rd, 1 mile E of I-75",Vehicular trauma,1993,1993/08/09 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
671821.764699999,265494.733,270,UCFP023,Male,8,"County Line Road, 3 miles N of CR 858",Vehicular trauma,1994,1994/02/28 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
663978.830800001,245212.4142,271,UCFP024,Female,10,FPNWR,Infectious disease - Other,1996,1996/03/18 00:00:00+00, ,,Days, ,2025/08/22 19:21:02+00
697334.712900002,209401.8343,272,UCFP026,Male,4,US 41,Vehicular trauma,1998,1998/09/17 00:00:00+00, ,,Years, ,2025/08/22 19:21:02+00
680562.732700001,257883.2851,273,UCFP027,Female,2,Farm Road E of Hendry Prison,Vehicular trauma,1999,1999/07/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
689496.259399999,312244.7641,274,UCFP028,Male,2.5,SR 25 S of Moore Haven,Vehicular trauma,1972,1972/02/13 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
663449.2995,291488.4546,275,UCFP029,Male,4,"CR 832, 5.5 miles E of SR 29",Vehicular trauma,1996,1996/04/24 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
673136.962299999,212658.4094,276,UCFP030,Female,1,"US 41, Turner River",Vehicular trauma,1996,1996/05/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
667500.396600001,271363.9844,277,UCFP031,Male,0.75,"CR 846, 1.5 miles W of CR 858",Vehicular trauma,1997,1997/07/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697032.716200002,267122.5363,278,UCFP033,Male,1,2 mi north of BCSIR on CR833,Vehicular trauma,1999,1999/10/29 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
677516.867899999,272185.3467,279,UCFP034,Male,1.75,"CR 846, 2 miles E of Collier/Hendry line",Vehicular trauma,2000,2000/03/23 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
660670.625599999,270774.4786,280,UCFP035,Male,1.75,"CR 846,  2 miles E of Immokalee",Vehicular trauma,2000,2000/06/23 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
675456.8836,271788.4886,281,UCFP036,Female,1.7,"CR 846, near big powerline",Vehicular trauma,2000,2000/08/13 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
665170.2641,270903.5072,282,UCFP037,Female,5,"CR 846, 4.5 miles E of SR 29. Hit in east bound lane. Appeared to be drug 40-50 ft to opposite side of road (west bound) and then onto shoulder at road in grass (grass in mouth)",Vehicular trauma,2000,2000/12/29 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697815.663899999,264378.6487,283,UCFP038,Female,2,"CR 833,  1 mile N of BCSIR",Vehicular trauma,2001,2001/04/14 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
665163.406500001,225012.2294,284,UCFP039,Female,10,"SR 29, 1/2 mile N of Jerome",Vehicular trauma,2001,2001/05/07 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
665162.2513,224770.6417,285,UCFP040,Male,10,"SR 29, 1/2 mile N of Jerome,  likely hit on road shoulder, found off to side",Vehicular trauma,2001,2001/05/07 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
